Index,Locus tag,Ra,Ra_UNIPROT,#Name,Accession,Start,Stop,Strand,GeneID,Locus,Protein product,Length,Protein Name
876,Rv0874c,mra:MRA_0881,A5U0R2,chromosome,NC_000962.3,972546,973706,-,885658,,NP_215389.1,386,hypothetical protein Rv0874c
877,Rv0875c,mra:MRA_0882,A5U0R3,chromosome,NC_000962.3,973806,974294,-,885669,,NP_215390.1,162,hypothetical protein Rv0875c
878,Rv0876c,mra:MRA_0883,A5U0R4,chromosome,NC_000962.3,974291,975937,-,885562,,NP_215391.1,548,transmembrane protein
879,Rv0877,mra:MRA_0884,A5U0R5,chromosome,NC_000962.3,976075,976863,+,885601,,NP_215392.1,262,hypothetical protein Rv0877
880,Rv0878c,mra:MRA_0885,A5U0R6,chromosome,NC_000962.3,976872,978203,-,885617,PPE13,YP_177764.1,443,PPE family protein PPE13
881,Rv0879c,mra:MRA_0886,A5U0R7,chromosome,NC_000962.3,978481,978756,-,885095,,NP_215394.1,91,transmembrane protein
882,Rv0880,mra:MRA_0887,A5U0R8,chromosome,NC_000962.3,978934,979365,+,885205,,NP_215395.1,143,HTH-type transcriptional regulator
883,Rv0881,mra:MRA_0888,A5U0R9,chromosome,NC_000962.3,979362,980228,+,885121,,NP_215396.1,288,tRNA/rRNA methyltransferase
884,Rv0882,mra:MRA_0889,A5U0S0,chromosome,NC_000962.3,980225,980509,+,885248,,NP_215397.1,94,transmembrane protein
885,Rv0883c,mra:MRA_0890,A5U0S1,chromosome,NC_000962.3,980506,981267,-,885139,,NP_215398.1,253,hypothetical protein Rv0883c
886,Rv0884c,mra:MRA_0891,A5U0S2,chromosome,NC_000962.3,981424,982554,-,885140,serC,NP_215399.1,376,phosphoserine aminotransferase
887,Rv0885,mra:MRA_0892,A5U0S3,chromosome,NC_000962.3,982762,983784,+,885285,,NP_215400.1,340,hypothetical protein Rv0885
888,Rv0886,mra:MRA_0893,A5U0S4,chromosome,NC_000962.3,983803,985530,+,885195,fprB,NP_215401.1,575,ferredoxin/ferredoxin--NADP reductase
889,Rv0887c,mra:MRA_0894,A5U0S5,chromosome,NC_000962.3,985513,985971,-,885113,,NP_215402.1,152,hypothetical protein Rv0887c
890,Rv0888,mra:MRA_0896,A5U0S7,chromosome,NC_000962.3,987233,988705,+,885210,,NP_215403.1,490,hypothetical protein Rv0888
891,Rv0889c,mra:MRA_0897,A5U0S8,chromosome,NC_000962.3,988740,989861,-,885466,citA,NP_215404.1,373,citrate synthase 2
892,Rv0890c,mra:MRA_0898,A5U0S9,chromosome,NC_000962.3,989948,992596,-,885227,,NP_215405.1,882,HTH-type transcriptional regulator
893,Rv0891c,mra:MRA_0899,A5U0T0,chromosome,NC_000962.3,992598,993455,-,885493,,NP_215406.1,285,hypothetical protein Rv0891c
894,Rv0892,mra:MRA_0900,A5U0T1,chromosome,NC_000962.3,993853,995340,+,885225,,NP_215407.1,495,monooxygenase
895,Rv0893c,mra:MRA_0901,A5U0T2,chromosome,NC_000962.3,995318,996295,-,885477,,NP_215408.1,325,S-adenosylmethionine-dependent methyltransferase
896,Rv0894,mra:MRA_0902,A5U0T3,chromosome,NC_000962.3,996524,997705,+,885199,,NP_215409.1,393,transcriptional regulator
897,Rv0895,mra:MRA_0903,A5U0T4,chromosome,NC_000962.3,997782,999299,+,885481,,NP_215410.1,505,diacyglycerol O-acyltransferase
898,Rv0896,mra:MRA_0904,A5U0T5,chromosome,NC_000962.3,999472,1000767,+,885208,gltA2,NP_215411.1,431,citrate synthase 1
899,Rv0897c,mra:MRA_0905,A5U0T6,chromosome,NC_000962.3,1000808,1002415,-,885641,,NP_215412.1,535,oxidoreductase
900,Rv0898c,mra:MRA_0905A,A5U0T7,chromosome,NC_000962.3,1002441,1002704,-,885206,,NP_215413.1,87,hypothetical protein Rv0898c
901,Rv0899,mra:MRA_0906,A5U0T8,chromosome,NC_000962.3,1002812,1003792,+,885286,arfA,NP_215414.1,326,peptidoglycan-binding protein ArfA
902,Rv0900,mra:MRA_0907,A5U0T9,chromosome,NC_000962.3,1003805,1003957,+,885179,arfB,NP_215415.1,50,membrane protein
903,Rv0901,mra:MRA_0908,A5U0U0,chromosome,NC_000962.3,1003957,1004484,+,885203,arfC,NP_215416.1,175,membrane protein
904,Rv0902c,mra:MRA_0909,A5U0U1,chromosome,NC_000962.3,1004501,1005841,-,885647,prrB,NP_215417.1,446,two component sensor histidine kinase PrrB
905,Rv0903c,mra:MRA_0910,A5U0U2,chromosome,NC_000962.3,1005852,1006562,-,885209,prrA,NP_215418.1,236,two component transcriptional regulator PrrA
906,Rv0904c,mra:MRA_0911,A5U0U3,chromosome,NC_000962.3,1006693,1008180,-,885279,accD3,NP_215419.1,495,acetyl-CoAcarboxylase carboxyl transferase subunit beta
907,Rv0905,mra:MRA_0912,A5U0U4,chromosome,NC_000962.3,1008207,1008938,+,885825,echA6,NP_215420.1,243,enoyl-CoA hydratase EchA6
908,Rv0906,mra:MRA_0913,A5U0U5,chromosome,NC_000962.3,1008944,1010062,+,885150,,NP_215421.1,372,hypothetical protein Rv0906
909,Rv0907,mra:MRA_0914,A5U0U6,chromosome,NC_000962.3,1010136,1011734,+,885146,,NP_215422.1,532,hypothetical protein Rv0907
910,Rv0908,mra:MRA_0915,A5U0U7,chromosome,NC_000962.3,1011731,1014124,+,885657,ctpE,NP_215423.1,797,metal cation transporter ATPase E
911,Rv0909,mra:MRA_0916,A5U0U8,chromosome,NC_000962.3,1014681,1014860,+,885197,,NP_215424.1,59,antitoxin
912,Rv0910,mra:MRA_0917,A5U0U9,chromosome,NC_000962.3,1014866,1015300,+,885137,,NP_215425.1,144,toxin
913,Rv0911,mra:MRA_0918,A5U0V0,chromosome,NC_000962.3,1015398,1016171,+,885093,,NP_215426.1,257,hypothetical protein Rv0911
914,Rv0912,mra:MRA_0919,A5U0V1,chromosome,NC_000962.3,1016236,1016685,+,885103,,NP_215427.1,149,transmembrane protein
915,Rv0913c,mra:MRA_0920,A5U0V2,chromosome,NC_000962.3,1017217,1018725,-,885042,,NP_215428.1,502,dioxygenase
916,Rv0914c,mra:MRA_0921,A5U0V3,chromosome,NC_000962.3,1018727,1019965,-,885046,,NP_215429.1,412,lipid carrier protein or keto acyl-CoA thiolase
917,Rv0915c,mra:MRA_0922,A5U0V4,chromosome,NC_000962.3,1020058,1021329,-,885069,PPE14,YP_177765.1,423,PPE family protein PPE14
918,Rv0916c,mra:MRA_0923,A5U0V5,chromosome,NC_000962.3,1021344,1021643,-,885167,PE7,YP_177766.1,99,PE family protein PE7
919,Rv0917,mra:MRA_0924,A5U0V6,chromosome,NC_000962.3,1022087,1023868,+,885172,betP,NP_215432.1,593,glycine betaine transport integral membrane protein BetP
920,Rv0918,mra:MRA_0926,A5U0V8,chromosome,NC_000962.3,1024211,1024687,+,885198,,NP_215433.1,158,hypothetical protein Rv0918
921,Rv0919,mra:MRA_0927,A5U0V9,chromosome,NC_000962.3,1024684,1025184,+,885221,,NP_215434.1,166,GCN5-like N-acetyltransferase
922,Rv0920c,mra:MRA_0928,A5U0W0,chromosome,NC_000962.3,1025497,1026816,-,885549,,NP_215435.1,439,transposase
923,Rv0921,mra:MRA_0929,A5U0W1,chromosome,NC_000962.3,1027104,1027685,+,885557,,NP_215436.1,193,resolvase
924,Rv0922,mra:MRA_0930,A5U0W2,chromosome,NC_000962.3,1027685,1029337,+,885564,,NP_215437.1,550,transposase
925,Rv0923c,mra:MRA_0931,A5U0W3,chromosome,NC_000962.3,1029513,1030577,-,885568,,NP_215438.1,354,hypothetical protein Rv0923c
926,Rv0924c,mra:MRA_0932,A5U0W4,chromosome,NC_000962.3,1030578,1031864,-,885569,mntH,YP_177767.1,428,divalent metal cation transporter MntH
927,Rv0925c,mra:MRA_0933,A5U0W5,chromosome,NC_000962.3,1031896,1032633,-,885570,,NP_215440.1,245,hypothetical protein Rv0925c
928,Rv0926c,mra:MRA_0934,A5U0W6,chromosome,NC_000962.3,1032710,1033786,-,885387,,NP_215441.1,358,hypothetical protein Rv0926c
929,Rv0927c,mra:MRA_0935,A5U0W7,chromosome,NC_000962.3,1033840,1034631,-,885571,,NP_215442.1,263,oxidoreductase
930,Rv0928,mra:MRA_0936,A5U0W8,chromosome,NC_000962.3,1034903,1036015,+,885366,pstS3,YP_177768.1,370,phosphate ABC transporter substrate-binding lipoprotein PstS
931,Rv0929,mra:MRA_0937,A5U0W9,chromosome,NC_000962.3,1036028,1037002,+,885585,pstC2,NP_215444.1,324,phosphate ABC transporter permease PstC
932,Rv0930,mra:MRA_0938,A5U0X0,chromosome,NC_000962.3,1036999,1037925,+,885589,pstA1,NP_215445.2,308,phosphate ABC transporter permease PstA
933,Rv0931c,mra:MRA_0939,A5U0X1,chromosome,NC_000962.3,1037920,1039914,-,885607,pknD,NP_215446.1,664,serine/threonine-protein kinase PknD
934,Rv0932c,mra:MRA_0940,A5U0X2,chromosome,NC_000962.3,1039936,1041048,-,885613,pstS2,YP_177769.1,370,phosphate ABC transporter substrate-binding lipoprotein PstS
935,Rv0933,mra:MRA_0941,A5U0X3,chromosome,NC_000962.3,1041264,1042094,+,885653,pstB,NP_215448.1,276,phosphate ABC transporter ATP-binding protein PstB
936,Rv0934,mra:MRA_0942,A5U0X4,chromosome,NC_000962.3,1042115,1043239,+,885724,pstS1,YP_177770.1,374,phosphate ABC transporter substrate-binding lipoprotein PstS
937,Rv0935,mra:MRA_0943,A5U0X5,chromosome,NC_000962.3,1043299,1044315,+,885644,pstC1,YP_177771.1,338,phosphate ABC transporter permease PstC
938,Rv0936,mra:MRA_0944,A5U0X6,chromosome,NC_000962.3,1044317,1045222,+,885756,pstA2,NP_215451.1,301,phosphate ABC transporter permease PstA
939,Rv0937c,mra:MRA_0945,A5U0X7,chromosome,NC_000962.3,1045199,1046020,-,885050,mku,NP_215452.1,273,non-homologous end joining protein Ku
940,Rv0938,mra:MRA_0946,A5U0X8,chromosome,NC_000962.3,1046136,1048415,+,885561,ligD,NP_215453.1,759,multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD
"941,Rv0939,mra:MRA_0947,A5U0X9,chromosome,NC_000962.3,1048412,1050346,+,885560,,NP_215454.1,644,""bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase"""
942,Rv0940c,mra:MRA_0948,A5U0Y0,chromosome,NC_000962.3,1050593,1051459,-,885412,,NP_215455.1,288,oxidoreductase
943,Rv0941c,mra:MRA_0949,A5U0Y1,chromosome,NC_000962.3,1051544,1052317,-,885914,,NP_215456.1,257,hypothetical protein Rv0941c
944,Rv0942,mra:MRA_0949A,A5U0Y2,chromosome,NC_000962.3,1052360,1052638,+,885913,,NP_215457.1,92,hypothetical protein Rv0942
945,Rv0943c,mra:MRA_0950,A5U0Y3,chromosome,NC_000962.3,1052696,1053736,-,885889,,NP_215458.1,346,monooxygenase
946,Rv0944,mra:MRA_0951,A5U0Y4,chromosome,NC_000962.3,1053765,1054241,+,885888,,NP_215459.1,158,formamidopyrimidine-DNA glycosylase
947,Rv0945,mra:MRA_0952,A5U0Y5,chromosome,NC_000962.3,1054247,1055008,+,885629,,NP_215460.1,253,oxidoreductase
948,Rv0946c,mra:MRA_0953,A5U0Y6,chromosome,NC_000962.3,1055024,1056685,-,885533,pgi,NP_215461.1,553,glucose-6-phosphate isomerase
949,Rv0948c,mra:MRA_0955,A5U0Y8,chromosome,NC_000962.3,1057646,1057963,-,885485,,NP_215463.1,105,chorismate mutase
950,Rv0949,mra:MRA_0956,A5U0Y9,chromosome,NC_000962.3,1058260,1060575,+,885442,uvrD1,YP_177772.1,771,ATP-dependent DNA helicase UvrD
951,Rv0950c,mra:MRA_0957,A5U0Z0,chromosome,NC_000962.3,1060656,1061654,-,885438,,NP_215465.1,332,hypothetical protein Rv0950c
952,Rv0951,mra:MRA_0958,A5U0Z1,chromosome,NC_000962.3,1061964,1063127,+,885434,sucC,NP_215466.1,387,succinyl-CoA ligase subunit beta
953,Rv0952,mra:MRA_0959,A5U0Z2,chromosome,NC_000962.3,1063140,1064051,+,885426,sucD,NP_215467.1,303,succinyl-CoA ligase subunit alpha
954,Rv0953c,mra:MRA_0960,A5U0Z3,chromosome,NC_000962.3,1064114,1064962,-,885419,,NP_215468.1,282,oxidoreductase
955,Rv0954,mra:MRA_0961,A5U0Z4,chromosome,NC_000962.3,1065127,1066038,+,885411,,NP_215469.1,303,transmembrane protein
956,Rv0955,mra:MRA_0962,A5U0Z5,chromosome,NC_000962.3,1066078,1067445,+,885408,,NP_215470.1,455,integral membrane protein
957,Rv0956,mra:MRA_0963,A5U0Z6,chromosome,NC_000962.3,1067561,1068208,+,885407,purN,NP_215471.1,215,phosphoribosylglycinamide formyltransferase PurN
958,Rv0957,mra:MRA_0964,A5U0Z7,chromosome,NC_000962.3,1068205,1069776,+,885406,purH,NP_215472.1,523,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase
959,Rv0958,mra:MRA_0965,A5U0Z8,chromosome,NC_000962.3,1069883,1071262,+,885405,,NP_215473.1,459,magnesium chelatase
960,Rv0959,mra:MRA_0966,A5U0Z9,chromosome,NC_000962.3,1071255,1073273,+,885329,,NP_215474.1,672,hypothetical protein Rv0959
961,Rv0959A,mra:MRA_0967,A5U100,chromosome,NC_000962.3,1073327,1073548,+,14515852,vapB9,YP_007409620.1,73,antitoxin VapB9
962,Rv0960,mra:MRA_0968,A5U101,chromosome,NC_000962.3,1073545,1073928,+,885158,vapC9,NP_215475.1,127,ribonuclease VapC9
963,Rv0961,mra:MRA_0969,A5U102,chromosome,NC_000962.3,1074074,1074421,+,885173,,NP_215476.1,115,integral membrane protein
964,Rv0962c,mra:MRA_0970,A5U103,chromosome,NC_000962.3,1074440,1075114,-,885177,lprP,NP_215477.1,224,lipoprotein LprP
965,Rv0963c,mra:MRA_0971,A5U104,chromosome,NC_000962.3,1075297,1076097,-,885184,,NP_215478.1,266,hypothetical protein Rv0963c
966,Rv0964c,mra:MRA_0971A,A5U105,chromosome,NC_000962.3,1076196,1076678,-,885186,,NP_215479.1,160,hypothetical protein Rv0964c
967,Rv0965c,mra:MRA_0972,A5U106,chromosome,NC_000962.3,1076778,1077197,-,885230,,NP_215480.1,139,hypothetical protein Rv0965c
968,Rv0966c,mra:MRA_0973,A5U107,chromosome,NC_000962.3,1077233,1077835,-,885043,,NP_215481.2,200,hypothetical protein Rv0966c
969,Rv0967,mra:MRA_0974,A5U108,chromosome,NC_000962.3,1077975,1078334,+,885312,csoR,NP_215482.1,119,copper-sensing transcriptional repressor CsoR
970,Rv0968,mra:MRA_0975,A5U109,chromosome,NC_000962.3,1078391,1078687,+,885052,,NP_215483.1,98,hypothetical protein Rv0968
971,Rv0969,mra:MRA_0976,A5U110,chromosome,NC_000962.3,1078743,1081055,+,885254,ctpV,NP_215484.3,770,copper-exporting ATPase
972,Rv0970,mra:MRA_0977,A5U111,chromosome,NC_000962.3,1081052,1081684,+,885242,,NP_215485.1,210,integral membrane protein
973,Rv0971c,mra:MRA_0978,A5U112,chromosome,NC_000962.3,1081775,1082584,-,885308,echA7,NP_215486.1,269,enoyl-CoA hydratase EchA7
974,Rv0972c,mra:MRA_0979,A5U113,chromosome,NC_000962.3,1082584,1083750,-,885237,fadE12,NP_215487.1,388,acyl-CoA dehydrogenase FadE12
975,Rv0973c,mra:MRA_0980,A5U114,chromosome,NC_000962.3,1083747,1085750,-,885922,accA2,NP_215488.1,667,acetyl-/propionyl-CoA carboxylase subunit alpha
976,Rv0974c,mra:MRA_0981,A5U115,chromosome,NC_000962.3,1085756,1087345,-,886064,accD2,NP_215489.1,529,acetyl-/propionyl-CoA carboxylase subunit beta
977,Rv0975c,mra:MRA_0982,A5U116,chromosome,NC_000962.3,1087348,1088496,-,885856,fadE13,NP_215490.1,382,acyl-CoA dehydrogenase FadE13
978,Rv0976c,mra:MRA_0983,A5U117,chromosome,NC_000962.3,1088493,1090175,-,885860,,NP_215491.1,560,hypothetical protein Rv0976c
979,Rv0977,mra:MRA_0984,A5U118,chromosome,NC_000962.3,1090373,1093144,+,885264,PE_PGRS16,YP_177773.1,923,PE-PGRS family protein PE_PGRS16
980,Rv0978c,mra:MRA_0985,A5U119,chromosome,NC_000962.3,1093361,1094356,-,885077,PE_PGRS17,YP_177774.1,331,PE-PGRS family protein PE_PGRS17
981,Rv0979c,mra:MRA_0985A,A5U120,chromosome,NC_000962.3,1094670,1094864,-,885063,,NP_215494.2,64,hypothetical protein Rv0979c
982,Rv0979A,mra:MRA_0986,A5U121,chromosome,NC_000962.3,1094886,1095059,+,3205057,rpmF,YP_177635.1,57,50S ribosomal protein L32
983,Rv0980c,mra:MRA_0987,A5U122,chromosome,NC_000962.3,1095078,1096451,-,885327,PE_PGRS18,YP_177775.1,457,PE-PGRS family protein PE_PGRS18
984,Rv0981,mra:MRA_0988,A5U123,chromosome,NC_000962.3,1096822,1097508,+,885038,mprA,NP_215496.2,228,two-component response regulator MrpA
985,Rv0982,mra:MRA_0989,A5U124,chromosome,NC_000962.3,1097508,1099022,+,885062,mprB,NP_215497.1,504,two component histidine-protein kinase/phosphatase MprB
986,Rv0983,mra:MRA_0990,A5U125,chromosome,NC_000962.3,1099066,1100460,+,885382,pepD,NP_215498.1,464,serine protease PepD
987,Rv0984,mra:MRA_0991,A5U126,chromosome,NC_000962.3,1100460,1101005,+,885378,moaB2,NP_215499.1,181,pterin-4-alpha-carbinolamine dehydratase
988,Rv0985c,mra:MRA_0992,A5U127,chromosome,NC_000962.3,1101025,1101480,-,885368,mscL,NP_215500.1,151,large-conductance ion mechanosensitive channel
989,Rv0986,mra:MRA_0993,A5U128,chromosome,NC_000962.3,1101803,1102549,+,885364,,NP_215501.1,248,adhesion component ABC transporter ATP-binding protein
990,Rv0987,mra:MRA_0994,A5U129,chromosome,NC_000962.3,1102542,1105109,+,885363,,NP_215502.1,855,adhesion component ABC transporter permease
991,Rv0988,mra:MRA_0995,A5U130,chromosome,NC_000962.3,1105116,1106276,+,885353,,NP_215503.1,386,hypothetical protein Rv0988
992,Rv0989c,mra:MRA_0996,A5U131,chromosome,NC_000962.3,1106405,1107382,-,885355,grcC2,NP_215504.1,325,polyprenyl-diphosphate synthase GrcC
993,Rv0990c,mra:MRA_0997,A5U132,chromosome,NC_000962.3,1107443,1108099,-,885343,,NP_215505.1,218,hypothetical protein Rv0990c
994,Rv0991c,mra:MRA_0998,A5U133,chromosome,NC_000962.3,1108172,1108504,-,885350,,NP_215506.1,110,hypothetical protein Rv0991c
995,Rv0992c,mra:MRA_0999,A5U134,chromosome,NC_000962.3,1108578,1109171,-,885337,,NP_215507.1,197,hypothetical protein Rv0992c
996,Rv0993,mra:MRA_1000,A5U135,chromosome,NC_000962.3,1109272,1110192,+,885341,galU,NP_215508.1,306,UTP--glucose-1-phosphate uridylyltransferase
997,Rv0994,mra:MRA_1001,A5U136,chromosome,NC_000962.3,1110269,1111549,+,885404,moeA1,YP_177776.1,426,molybdopterin molybdenumtransferase 1
998,Rv0995,mra:MRA_1002,A5U137,chromosome,NC_000962.3,1111612,1112223,+,885399,rimJ,NP_215510.1,203,ribosomal-protein-alanine acetyltransferase RimJ
999,Rv0996,mra:MRA_1003,A5U138,chromosome,NC_000962.3,1112384,1113460,+,885393,,NP_215511.1,358,transmembrane protein
1000,Rv0997a,mra:MRA_1004,A5U139,chromosome,NC_000962.3,1113861,1114112,+,19394669,,YP_009030028.1,83,hypothetical protein Rv0997a
1001,Rv0997,mra:MRA_1006,A5U140,chromosome,NC_000962.3,1114293,1114724,+,885386,,NP_215512.1,143,hypothetical protein Rv0997
1002,Rv0998,mra:MRA_1007,A5U141,chromosome,NC_000962.3,1114748,1115749,+,885385,,NP_215513.1,333,acetyltransferase
1003,Rv0999,mra:MRA_1008,A5U142,chromosome,NC_000962.3,1115767,1116525,+,886043,,NP_215514.1,252,hypothetical protein Rv0999
1004,Rv1000c,mra:MRA_1009,A5U143,chromosome,NC_000962.3,1116531,1117148,-,886266,,YP_177777.1,205,hypothetical protein Rv1000c
1005,Rv1001,mra:MRA_1010,A5U144,chromosome,NC_000962.3,1117185,1118393,+,888313,arcA,NP_215517.1,402,arginine deiminase
1006,Rv1002c,mra:MRA_1011,A5U145,chromosome,NC_000962.3,1118428,1119939,-,887882,,NP_215518.1,503,dolichyl-phosphate-mannose--protein mannosyltransferase
1007,Rv1003,mra:MRA_1012,A5U146,chromosome,NC_000962.3,1120022,1120879,+,887935,,NP_215519.1,285,rRNA small subunit methyltransferase I
1008,Rv1004c,mra:MRA_1013,A5U147,chromosome,NC_000962.3,1120889,1122148,-,886039,,NP_215520.1,419,membrane protein
1009,Rv1005c,mra:MRA_1014,A5U148,chromosome,NC_000962.3,1122222,1123598,-,888205,,NP_215521.1,458,para-aminobenzoate synthase component I
1010,Rv1006,mra:MRA_1015,A5U149,chromosome,NC_000962.3,1123714,1125417,+,888234,,NP_215522.1,567,hypothetical protein Rv1006
1011,Rv1007c,mra:MRA_1016,A5U150,chromosome,NC_000962.3,1125444,1127003,-,886050,metS,NP_215523.1,519,methionine--tRNA ligase
1012,Rv1008,mra:MRA_1017,A5U151,chromosome,NC_000962.3,1127089,1127883,+,886047,tatD,NP_215524.1,264,deoxyribonuclease TatD
1013,Rv1009,mra:MRA_1018,A5U152,chromosome,NC_000962.3,1128091,1129179,+,886048,rpfB,NP_215525.1,362,resuscitation-promoting factor RpfB
1014,Rv1010,mra:MRA_1019,A5U153,chromosome,NC_000962.3,1129152,1130105,+,888792,ksgA,NP_215526.1,317,rRNA small subunit methyltransferase A
1015,Rv1011,mra:MRA_1020,A5U154,chromosome,NC_000962.3,1130191,1131111,+,886034,ispE,NP_215527.1,306,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
1016,Rv1012,mra:MRA_1020A,A5U155,chromosome,NC_000962.3,1131128,1131421,+,886045,,NP_215528.1,97,hypothetical protein Rv1012
1017,Rv1013,mra:MRA_1021,A5U156,chromosome,NC_000962.3,1131625,1133259,+,886035,pks16,NP_215529.1,544,polyketide synthase
1018,Rv1014c,mra:MRA_1022,A5U157,chromosome,NC_000962.3,1133333,1133908,-,886037,pth,NP_215530.1,191,peptidyl-tRNA hydrolase
1019,Rv1015c,mra:MRA_1023,A5U158,chromosome,NC_000962.3,1133921,1134568,-,885992,rplY,NP_215531.1,215,50S ribosomal protein L25
1020,Rv1016c,mra:MRA_1024,A5U159,chromosome,NC_000962.3,1134785,1135465,-,886066,lpqT,NP_215532.1,226,lipoprotein LpqT
1021,Rv1017c,mra:MRA_1025,A5U160,chromosome,NC_000962.3,1135501,1136481,-,885993,prsA,NP_215533.1,326,ribose-phosphate pyrophosphokinase
1022,Rv1018c,mra:MRA_1026,A5U161,chromosome,NC_000962.3,1136573,1138060,-,886069,glmU,NP_215534.1,495,bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase
1023,Rv1019,mra:MRA_1027,A5U162,chromosome,NC_000962.3,1138315,1138908,+,886056,,NP_215535.1,197,transcriptional regulator
1024,Rv1020,mra:MRA_1028,A5U163,chromosome,NC_000962.3,1138967,1142671,+,886077,mfd,NP_215536.1,1234,transcription-repair coupling factor
1025,Rv1021,mra:MRA_1029,A5U164,chromosome,NC_000962.3,1142671,1143648,+,886052,,NP_215537.1,325,nucleoside triphosphate pyrophosphohydrolase
1026,Rv1022,mra:MRA_1030,A5U165,chromosome,NC_000962.3,1143736,1144467,+,886076,lpqU,NP_215538.1,243,lipoprotein LpqU
1027,Rv1023,mra:MRA_1031,A5U166,chromosome,NC_000962.3,1144564,1145853,+,886062,eno,NP_215539.1,429,enolase
1028,Rv1024,mra:MRA_1032,A5U167,chromosome,NC_000962.3,1145858,1146544,+,886059,,NP_215540.1,228,membrane protein
1029,Rv1025,mra:MRA_1033,A5U168,chromosome,NC_000962.3,1146561,1147028,+,886042,,NP_215541.1,155,hypothetical protein Rv1025
1030,Rv1026,mra:MRA_1034,A5U169,chromosome,NC_000962.3,1147019,1147978,+,886089,,NP_215542.1,319,hypothetical protein Rv1026
1031,Rv1027c,mra:MRA_1035,A5U170,chromosome,NC_000962.3,1148427,1149107,-,886046,kdpE,NP_215543.1,226,transcriptional regulator KdpE
1032,Rv1028c,mra:MRA_1036,A5U171,chromosome,NC_000962.3,1149104,1151686,-,886084,kdpD,NP_215544.1,860,sensor protein KdpD
1033,Rv1028A,mra:MRA_1036A,A5U172,chromosome,NC_000962.3,1151920,1152012,+,3205056,kdpF,YP_177636.1,30,membrane protein KdpF
1034,Rv1029,mra:MRA_1037,A5U173,chromosome,NC_000962.3,1152012,1153727,+,887414,kdpA,NP_215545.1,571,potassium-transporting ATPase subunit A
1035,Rv1030,mra:MRA_1038,A5U174,chromosome,NC_000962.3,1153724,1155853,+,887343,kdpB,NP_215546.1,709,potassium-transporting ATPase subunit B
1036,Rv1031,mra:MRA_1039,A5U175,chromosome,NC_000962.3,1155853,1156422,+,886008,kdpC,NP_215547.1,189,potassium-transporting ATPase subunit C
1037,Rv1032c,mra:MRA_1040,A5U176,chromosome,NC_000962.3,1156426,1157955,-,887790,trcS,NP_215548.1,509,two component sensor histidine kinase TrcS
1038,Rv1033c,mra:MRA_1041,A5U177,chromosome,NC_000962.3,1157963,1158736,-,887957,trcR,NP_215549.1,257,two component transcriptional regulator TrcR
1039,Rv1037c,mra:MRA_1045,A5U181,chromosome,NC_000962.3,1160544,1160828,-,888299,esxI,NP_215553.1,94,ESAT-6 like protein EsxI
1040,Rv1038c,mra:MRA_1046,A5U182,chromosome,NC_000962.3,1160855,1161151,-,888372,esxJ,NP_215554.1,98,ESAT-6 like protein EsxJ
